,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Exit Target,LP Tag,Entity Type,Stage,Sector Focus,Sectors Avoided,Typical Cheque Size,Min Cheque Size,Max Cheque Size,Fund Contacts,Investments,Website,Location,,,Investor Notes,Interactions (Blume),Introductions (Startups),Lead flag,Impact/ESG flag,Connected?,Conflicts / Common Cos,Status,Priority,Sector Grouping
Citi Ventures,"TG 1 ($100-500M),TG 2 ($500M+),TG 3 (Pre-IPO)",,Corporate VC,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","BFSI & Fintech,Software & Technology",,,,,"Everett Leonidas,Marsha Sugana,Luis Valdich","Udaan,Lentra",https://www.citi.com/ventures/,California,,,"One of Citi Group;s investment arms. Invest in tech plays and enterprise solutions within banking, especially SaaS and Fintech themes, which are aligned with their own businesses.","15-03-23 | Citi Ventures,06-08-24 | Citi Ventures","11-04-23 | Citi Ventures?Bureau,11-04-23 | Citi Ventures?Leverage.biz,04-09-23 | Citi Ventures?Dezerv,27-08-24 | Citi Ventures?Mysa,27-08-24 | Citi Ventures?Multipl,27-08-24 | Citi Ventures?Jai Kisan,27-08-24 | Citi Ventures?BlueCopa,27-08-24 | Citi Ventures?Aerem,27-08-24 | Citi Ventures?Squadstack,27-08-24 | Citi Ventures?Leverage.biz,20-08-24 | Citi Ventures?Aerem,12-08-24 | Citi Ventures?Multipl,09-05-24 | Citi Ventures?Atomicwork",checked,,checked,Udaan?LoveLocal,,,"BFSI & Fintech,Software & Technology"
Claris Capital,,,Corporate VC,"Seed,""Early (A,B)""",,,,,,," Porter, IIMjobs, HyperPure, Bold Care, Kivi Health, Garuda Aerospace, ZebPay",,,,,,,,,,,,,,
Claypond Capital,"TG 1 ($100-500M),TG 2 ($500M+)",,Family Office,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Software & Technology,Healthcare & Lifesciences,Supply chain & Logistics,Consumer,BFSI & Fintech",,,$10M,$75M,Udit Ahuja,"Healthifyme,Zepto",NA,BLR,,,Family office of Ranjai Pai (Manipal Group chairman). Focus on growth/late-stage companies with attractive valuations. Still under construction.,08-07-24 | Claypond Capital,29-11-24 | Claypond Capital?SuperK (Core),checked,,checked,"Healthifyme?Healthify, Zepto?Dunzo",,High,Diversified
Clayton Dubilier & Rice,,,,,,,,,,Adam Karol," Covetrus, Rexel, Hertz, US Foods, Beacon",,,,,,,,,,,,Active,,
Clean Cooking Alliance,,,Venture Capital,,,,,,,Radha Muthiah,,,,,,,,,,,,,,,
ClearVision Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont Capital,TG 3 (Pre-IPO),,Crossover,"Late Growth (>$500M),Public Markets,""Growth (C,D)""","Healthcare & Lifesciences,BFSI & Fintech",,,,,Jonathan Tatur,"ICICI Lombard,Indiabulls",https://clermont.com/home,"SIN,UAE",,,"Investment division of Clermont Group, an international conglomerate based in Singapore.
Focuses on value investing and identifying economic cycles.
Pre IPO in ICICI Lombard (secondary)",,,,,,,Active,,
Client Associates IBD,,,,,,,,,,Donald D'Souza,,,,,,,,"06-07-23 | Client Associates IBD?HealthAssure,15-07-23 | Client Associates IBD?Medfin",,,,,,,
Climate Impact Capital,,,Venture Capital,Seed,,,,,,Alexander Rozenfeld," Hazel Technologies, 60Hertz",,,,,,,,,,,,,,
Clinton Foundation,,,,,,,,,,,LoveLocal,,,,,,,,,,,?LoveLocal,,,
Cloud Capital (India),,,Venture Capital,Seed,,,,,,Kashish Sharma," UrbanPiper, Jar, Rupifi, Orange health, OTO, Mahila Money, Kaagaz, Threedots, Fitso, BiteSpeed, FWD, Fwd",,,,,,,,,,,,,,
Cloud7 Advisors,,,,,,,,,,Prashant Mehta,,,,,,,,,,,,,Active,,
Clouse,,,Venture Capital,Late Growth (>$500M),,,,,,,Snapdeal,,,,,,,,,,,,Active,,
CLSA,TG 1 ($100-500M),,Private Equity,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","Consumer,Healthcare & Lifesciences",,,$10M,$50M,"Sujit Kumar,Aditya Soman,Suveer Prem Chainani","LivPure,Equitas SFB,Nobel Hygiene",https://www.clsacapital.com/index.html,"HKG,BOM,SIN",,,"CLSA's alternative investment management arm, with $7bn AUM across various strategies in APAC. 
Aria Investment Partners its Pan-Asian PE strategy providing growth and expansion. Invests in domestic consumer brands, market leaders and outstanding mid-market companies.
Target sectors: retail/f&b, health/wellness, lifestyle/services, consumer tech. ",,"20-03-23 | CLSA?Idfy,05-05-23 | CLSA?Stellapps,28-03-24 | CLSA?Classplus",checked,,checked,Equitas SFB?Slice,,,
CMG Partners (London),,,Venture Capital,,,,,,,Chris Mathias,,,,,,,,,,,,,,,
Coatue,"TG 1 ($100-500M),TG 2 ($500M+)",,Crossover,"""Growth (C,D)"",Late Growth (>$500M),Public Markets,""Early (A,B)"",""Mid (B,C)""","Software & Technology,BFSI & Fintech,Consumer,Edtech & Upskilling",,,,,"Rahul Kishore,Rohan Bharvani,Whitney Beauchamp,Brendan O'Boyle","BharatPe,Vedantu,Faasos,Postman,Rebel Foods,CRED",https://www.coatue.com/,"NYC,London",,,Tech focussed global investment firm with $800m AUM. Made investments in tech giants like Facebook and Tesla.,,"23-02-23 | Coatue?Grey Orange,12-04-23 | Coatue?Classplus,23-05-23 | Coatue?BatterySmart,25-05-23 | Coatue?Grey Orange",checked,,checked,"BharatPe?Slice, Vedantu?Unacademy, CRED?Slice",,,"Software & Technology,BFSI & Fintech,Consumer,Edtech & Upskilling"
Cocoon Ventures,,,Venture Capital,Seed,,,,,,"Rahul Bhardwaj,William Klippgen",7Nodes,,,,,,,,,,,,,,
Coinbase Ventures,,,Corporate VC,"""Early (A,B)""","BFSI & Fintech,Software & Technology",,$2-3M,$500K,$3M,Shan Aggarwal,Agara Labs,,,,,$250K-3M typically do not lead rounds,,22-07-21 | Coinbase Ventures?Bureau,,,checked,?Agara Labs,,,"BFSI & Fintech,Software & Technology"
Columbia Threadneedle Investments,,,,,,,,,,Hiti Singh,,,,,,,,,,,,,Active,,
Commerce Ventures,,,Venture Capital,"Seed,""Early (A,B)""","BFSI & Fintech,Software & Technology",,$500K,<$500K,$1M,"Vivek Krishnamurthy,Matt Nichols",LoveLocal,,,,,"Small, non-lead first cheques, to provide sector knowledge $250K - $1M where network and expertise can be helpful.",,,,,checked,?LoveLocal,,,"BFSI & Fintech,Software & Technology"
Companion Capital,,,,,"Impact/ESG,Agritech,Software & Technology",,,$5M,$15M,Ashwin Roy,,,,,,"Companion Capital is a growth equity investment initiative for pioneering businesses driving decarbonisation in Growth Markets, with a particular focus on India and Africa. We are currently operating on a deal-by-deal basis with the objective of raising a Fund in the near future. Platform for growth capital to address climate change in growth markets (India 60-70% of pipeline, Europe, Africa). Themes: EVs, Food & Agri value chain, etc

* Fund Size: NA, raises capital deal by deal
* Check range: $5-50M
* Check size: $15-20M
* Stage: Growth
* Sectors: Climatetech: EVs, Food & Agri value chain, etc
* Business benchmarks: sizeable revenues, Unit economics proven, approaching EBITDA profitability,

Ashwin studied at Cambridge, qualified as CA, doing private equity at CVCI since 2000. In 2013, CVC was sold to Rohatyn and he left to run the PE program at Oman for 3 years. Teamed up with Riaz Currimjee and Sunil Nair ($1.2B invested, 24% IRR realized, 0.5% loss ratios).",16-11-23 | Companion Capital,,,,,,,,"Impact/ESG,Agritech,Software & Technology"
Congruent VC,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,," Span.IO, AMP Robotics, Meati, Muon Space, Omnidian",,,,,,,,,,,,,,Software & Technology
Contrarian Capital,,,Venture Capital,,,,,,,"Nakul Agrawal,Somak Ghosh",SquadStack,,,,,,,,,,,SquadStack?Squadstack,,,
Convergent,TG 2 ($500M+),,Private Equity,"""Growth (C,D)"",Public Markets,Late Growth (>$500M)","Consumer,BFSI & Fintech,Healthcare & Lifesciences",,,,,"Harsha Raghavan,Sarvjit Bedi","Agro Tech Foods,Agilitas",https://convergentfinance.com/index.html,BOM,,,"Led by Harsha Raghavan, who previously founded and led Fairfax's investment activities in India.
Portfolio Sectors: travel & hospitality, chemicals & pharma, food & agriculture, B2B goods & services, financial services and consumer.",,,checked,,,,Active,,Diversified
Convivialité Ventures,TG 1 ($100-500M),,Venture Capital,"""Mid (B,C)"",""Growth (C,D)""",Consumer,"Credit/Lending,Life sciences",$5M,$5M,$20M,"Stephane Longuet,Sonam Jain",Dunzo,https://www.convivialite-ventures.com/,"SFO,BOM",,,"Venture arm of Pernod Ricard, global wine and spirits group. 
Embrace opportunities beyond this, moving into services and experiences within the conviviality space, including hospitality and entertainment.
5 key areas: Real-life social network, Augmented home entertainment, retail experience, Virtual togetherness, Conscious Hedonism.","26-11-21 | Convivialité Ventures,07-12-21 | Convivialité Ventures,13-07-22 | Convivialité Ventures,15-11-22 | Convivialité Ventures,11-05-23 | Convivialité Ventures,05-07-24 | Convivialité Ventures,11-04-24 | Convivialité Ventures","11-01-22 | Convivialité Ventures?Markk,23-03-22 | Convivialité Ventures?Apnaklub,23-03-22 | Convivialité Ventures?Futwork,23-03-22 | Convivialité Ventures?LoveLocal,02-04-22 | Convivialité Ventures?Alippo,02-04-22 | Convivialité Ventures?Instamojo,02-04-22 | Convivialité Ventures?Procol,02-04-22 | Convivialité Ventures?Rocketium,02-04-22 | Convivialité Ventures?Squadstack,02-04-22 | Convivialité Ventures?Niqo Robotics (Tartan Sense),02-04-22 | Convivialité Ventures?Vitrina,05-04-22 | Convivialité Ventures?Ultrahuman,14-07-22 | Convivialité Ventures?Webengage,14-07-22 | Convivialité Ventures?ChefKart,19-09-22 | Convivialité Ventures?Enumerate,19-09-22 | Convivialité Ventures?Fleek,19-09-22 | Convivialité Ventures?Leher,19-09-22 | Convivialité Ventures?Living Food,19-09-22 | Convivialité Ventures?Money Club (BFF),19-09-22 | Convivialité Ventures?cAImera (Relove),19-09-22 | Convivialité Ventures?STAGE,19-09-22 | Convivialité Ventures?TrueFan,19-09-22 | Convivialité Ventures?TrulyMadly,19-09-22 | Convivialité Ventures?Scenes,23-08-23 | Convivialité Ventures?Freakins,04-01-24 | Convivialité Ventures?Ultrahuman,28-02-24 | Convivialité Ventures?Apnaklub,28-02-24 | Convivialité Ventures?ChefKart,28-02-24 | Convivialité Ventures?Freakins",checked,,checked,?Dunzo,,,Consumer
Core91 VC,,,Venture Capital,Seed,,,,,,"Sneha Sanjay Shah,Keshav Jain"," Spyne, HomeCapital, Card91, SuperK, Lemma, Amperehour Solar Technology, Strata, Dista",,,,,,04-08-22 | Core91 VC,,,,,,,,
Costanoa,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,," Quizlet, 6sense, AppOmni, Bugcrowd, Demandbase, PayNearMe, GameChanger Media",,,,,,,,,,,,,,
Coupang,,,Corporate VC,,,,,,,,,,,,,,,,,,,,,,
CPPIB,TG 2 ($500M+),,Sovereign Entity,"Late Growth (>$500M),Public Markets,""Growth (C,D)""","Software & Technology,Consumer,Edtech & Upskilling,Healthcare & Lifesciences,Supply chain & Logistics,BFSI & Fintech",,$200M,$25M,,"Sujeet Govindaraju,Prakul Kaushiva,Akanksha Sinha ","One97 (Paytm),Delhivery,Flipkart,Eruditus,VerSe,Byju's,Acko,Nykaa",https://www.cppinvestments.com/,"CAN,HKG,BOM",,,"Canada Pension Plan Investment Board (CPP Investments). $650B AUM.

$500m minimum fund size to be considered for LP investments and have recently opened up a 350m fund for complementary investments to portfolio, used sporadically. 

$20B India Portfolio across privates, public, credit and real estate
Investors into:
- Flipkart at $35B
- Delhivery own 9.5%
- Eurditus invested $50M equity and $375M debt
- VerSe $400M
- Byjus (2018)
- PolicyBazaar
- Nykaa
- Paytm IPO

LPs into Kedaara, A91 Partners, Multiples, True North, Accel and Sequoia
- A91 just got over the line as min fund size is $450M
- US lead has managed to take approvals for funds as small as $300M

Sujeet was employee #10 in Mumbai, now 72 people
",21-04-22 | CPPIB,"17-06-21 | CPPIB?Grey Orange,21-06-21 | CPPIB?Dunzo,22-04-22 | CPPIB?Slice,23-02-23 | CPPIB?Grey Orange,19-12-23 | CPPIB?Grey Orange,28-02-24 | CPPIB?BatterySmart,28-02-24 | CPPIB?Grey Orange,28-02-24 | CPPIB?Lambdatest,28-02-24 | CPPIB?Leverage.biz,28-02-24 | CPPIB?Pixxel",checked,,checked,"One97 (Paytm)?Slice, Eruditus?Unacademy, Byju's?Unacademy, Nykaa?Purplle",,,Diversified
Craft Ventures,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,," Bird, Opendoor, Lyft, Facebook, Airbnb, Warby Parker, Slack",,,,,,,,,,,,,,
Crassus Ventures,,,Venture Capital,,,,,,,,,,,,,,,,,,,,,,
Creador,"TG 1 ($100-500M),TG 3 (Pre-IPO)",,Private Equity,"""Growth (C,D)"",Late Growth (>$500M)","Consumer,BFSI & Fintech,Healthcare & Lifesciences,Industrials",,$50M,,,"Kabir Thakur,Nilay Swadia","Hinduja Tech,Kogta Financial,Ujjivan SFB",https://creador.com/,"Malaysia,BOM,SIN",,,"South and SE Asia focussed PE fund with $3b AUM across 5 funds. 6th fund with $850m size underway.
*Pre IPO deal in Shriji Polymers",08-08-23 | Creador,"10-10-23 | Creador?Smallcase,10-10-23 | Creador?Idfy,18-10-23 | Creador?Purplle",checked,checked,checked,Ujjivan SFB?Slice,,,Diversified
Creaegis,TG 1 ($100-500M),,Private Equity,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M),Public Markets","Consumer,BFSI & Fintech,Software & Technology,Agritech,Healthcare & Lifesciences",Retail,$30M,$15M,$50M,"Nitish Bandi,Manisha Verma,Partha Paik,Amit Ranade,Prakash Parthasarthy,Komal Modi","Zopper,Third Wave Coffee,Kale Logistics,Doceree,Medikabazaar",https://www.creaegis.in/,BLR,,,"- Ex-Premji Invest team. Closed 1st fund at $425 mn, with a mix of global & domestic LPs.
- Team will loosely divide sectors b/w them with overlaps - Amit (consumer, SaaS, logistics), Nitesh (fintech, tech, saas), Prakash (sits in Bay area; SaaS, insurance-tech)
- Amit dislikes B2B commerce FMCG plays due to thin margins
- India+US investment mandate. Burnt fingers on Udaan and Jumbotail before
- Also have a public markets fund led by Sambasivam Kailasam, which has a carve-out for 8-10 pre-IPO deals with INR 100 cr cheques (did Firstcry).
- 10-30% ownership range
- Generally not aggressive in EV > $500M","08-11-22 | Creaegis,15-05-24 | Creaegis,23-08-24 | Creaegis","07-06-23 | Creaegis?THB,31-01-24 | Creaegis?Kaleidofin,27-08-24 | Creaegis?Multipl,27-08-24 | Creaegis?Mysa,27-08-24 | Creaegis?Kaleidofin,27-08-24 | Creaegis?Aerem,21-10-24 | Creaegis?Freakins,28-02-24 | Creaegis?Classplus,28-02-24 | Creaegis?Intrcity,28-02-24 | Creaegis?Jai Kisan,28-02-24 | Creaegis?Lambdatest",checked,,checked,?Zopper,,High,"Consumer,BFSI & Fintech,Software & Technology,Agritech,Healthcare & Lifesciences"
Creation Investments,TG 1 ($100-500M),,Venture Capital,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","BFSI & Fintech,Consumer",,$30M,$10M,$75M,"Patrick Fisher,Lazar Zdravkovic,Tyler Day,Douglas Malfar","OfBusiness,Vivriti Capital,Muthoot MFI,Yubi (Credavenue),Progcap",https://www.creationinvestments.com/,"BLR,USA (other)",,,"Global impact investment manager with $2B+ AUM with PE and private credit divisions.
Focus on BFSI only (+a one-off investment in B2B commerce OfBusiness)",21-03-23 | Creation Investments,"22-03-23 | Creation Investments?Kaleidofin,22-03-23 | Creation Investments?Procol",checked,checked,checked,OfBusiness?Procol,,,"BFSI & Fintech,Consumer"
CRED,,,Corporate VC,"""Early (A,B)""",BFSI & Fintech,,,,,,CredAvenue,,BLR,,,,,,,,,,,,BFSI & Fintech
Credit Suisse,,,Venture Capital,,,,,,,"Vikram Malhotra,Giorgio Valle Correr,Eric Kang",,,,,,From Slice Investor Tracker,,,,,,,,,
Cresent Group ( CE Ventures ),,,,,,,,,,"Tushar Singhvi,Sudarshan Pareek",,,,,,,,16-02-23 | Cresent Group ( CE Ventures ) ?Lambdatest,,,,,,,
CRH Ventures,,,,,,,,,,Tulika Raj,,,,,,,,,,,,,Active,,
CrimsoNox,TG 1 ($100-500M),,Venture Capital,"""Early (A,B)"",""Mid (B,C)""","Healthcare & Lifesciences,Software & Technology,Agritech,Supply chain & Logistics",,,,,Amos Soo,,NA,SIN,,,"Single Family Office HQ in Singapore. 
Seeks to invest in healthcare services, agriculture, 3D printing, and food tech sectors (Pitchbook).
Limited info available. No India investments.","11-04-22 | CrimsoNox,29-09-22 | CrimsoNox","13-07-22 | CrimsoNox?Ultrahuman,29-10-22 | CrimsoNox?Procol",,,checked,,Active,Low,
Cross Creek,,,Venture Capital,"""Growth (C,D)"",Late Growth (>$500M)",,,,,,,Icertis,,,,,,,,,,,,Active,,
Cultivian Sandbox Ventures,,,Venture Capital,"""Early (A,B)""",,,,,,"Taryn Goodman Gallery,Dan Phillips"," Descartes Labs, Full Harvest, Aratana Therapeutics, Conservis, Culture Biosciences, Sound, Sample6, Vestaron, Debut, Nuritas",,,,,,,,,,,,,,
CVC Capital Partners,,,Private Equity,,,,,,,," HCG, Suzlon, HappyEasyGo, Gujarat Titans, Sajjan, InStem, Empee Group",,,,,"From Slice Investor Tracker
",,,,,,,,,
CVC DIF (fka DIF Capital Partners),,,,,,,,,,Daniel Fetter,,,,,,"Founded in 2005 and headquartered in Amsterdam, CVC DIF forms the mid-market infrastructure strategy of global PE CVC. €18bn of infra AUM in energy transition, transport, utilities and digitalisation. ",,,,,,,Active,,
CX Partners,TG 1 ($100-500M),,Private Equity,"""Mid (B,C)"",""Growth (C,D)""","Consumer,Healthcare & Lifesciences,BFSI & Fintech",,,$5M,,"Aparajita Ahuja,Vinayak Shenvi,Vivek Chhachhi,Kunal Basu","Indifi,Exotel,Sabine Hospital",https://www.cxpartners.in/,"DEL,BOM",,,$630M Indian PE with focus on mid-market companies.,"24-11-21 | CX Partners,26-04-22 | CX Partners,11-04-23 | CX Partners,13-06-24 | CX Partners","21-01-21 | CX Partners?Yulu,21-01-21 | CX Partners?Exotel,14-03-21 | CX Partners?Idfy,14-03-21 | CX Partners?Webengage,24-11-21 | CX Partners?Leverage.biz,26-04-22 | CX Partners?Ati Motors,26-04-22 | CX Partners?Euler Motors,27-04-22 | CX Partners?Ati Motors,26-05-23 | CX Partners?Grey Orange,19-06-24 | CX Partners?Cashify,13-08-24 | CX Partners?Intrcity",checked,,checked,?Exotel,,Medium,"Consumer,Healthcare & Lifesciences,BFSI & Fintech"
Cyber Carrier,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,Jessica Wong," Zoomcar, IndiaLends, KrazyBee, BeYouPlus",,,,,,,,,,,,,,
CyberAgent,,,,Seed,,,,,,"Steven Vanada,Takahiro-san Suzuki"," PropTiger, BroEx, Fastfox",,,,,,,,,,,,,,
Cystic Fibrosis Foundation (CFF),,,Fund-of-Funds or LP,,,,,,,Earl Lee,,,,,,,,,,,,,,,
Czar Capital (New York),,,Family Office,,,,,,,Suhel Kothari,,,,,,,,,,,,,,,
D1 Capital,"TG 3 (Pre-IPO),TG 2 ($500M+)",,Crossover,"""Growth (C,D)"",Late Growth (>$500M),Public Markets","BFSI & Fintech,Consumer,Software & Technology,Industrials,RE & Infra,Healthcare & Lifesciences",,$200M,$50M,$500M,Daniel Sundheim,"Carvana,Zetwerk,Zomato,Dream11",NA,NYC,,,"Hedge fund in NYC with $24b AUM in FI, forex, equities, derivatives. 
Focus - TMT, industrials, healthcare, consumer, RE
Opportunistic private investments in later-stage
Global growth deals - $50M - $500M",05-04-22 | D1 Capital,"26-08-21 | D1 Capital?Slice,16-04-21 | D1 Capital?Purplle,02-04-22 | D1 Capital?Card91",checked,,checked,"Carvana?Spinny, Zomato?Dunzo",,,Diversified
Daher Capital,,,Family Office,"""Early (A,B)""","Consumer,Software & Technology",,,,,"Roland Ata,Mark Daher",,,,,,"Size agnostic, depends on familiarity and conviction ",,,,,checked,,,,"Consumer,Software & Technology"
Dai Ichi Life Group,TG 1 ($100-500M),,Corporate BSheet,"""Growth (C,D)""",BFSI & Fintech,,$40M,,,,RenewBuy,https://www.dai-ichi-life-hd.com/en/,Japan,,,"Large life insurance group in Japan. India presence as SUD Life, which is a JV b/w them, Bank of India, & Union Bank of India.
Invested $40m in Renew Buy in 2023, strictly strategic cheque.",,,checked,,,"RenewBuy?Turtlemint, Zopper",,Low,BFSI & Fintech
Dallas Venture Capital,,,Venture Capital,"Seed,""Early (A,B)"",""Mid (B,C)""",,,,,,"Dayakar Puskoor,Manu Sharma,Kiran Kallur"," HyperVerge, Hippo Video, Bluecopa, CoreStack, VuNet Systems, Dice, BluSapphire, SimpliSmart, IntelleWings, GlobalOutlook",,,,,,,,,,,,,,
Danaher Ventures,,,Corporate VC,,"Software & Technology,Healthcare & Lifesciences",,,,,Marcus Tan,,,,,,"Investment arm of Danaher Group, a global life sciences & diagnostics company",,12-07-24 | Danaher Ventures?THB,,,checked,,,,"Software & Technology,Healthcare & Lifesciences"
Darius Vakil,,,,,,,,,,,,,,,,,,,,,,,,,
Darsana,,,Crossover,,,,,,,,,,,,,,,,,,,,,,
DAS Capital,,,Venture Capital,,"BFSI & Fintech,Consumer",,,,,,Slice,,,,,,,,,,,?Slice,,,"BFSI & Fintech,Consumer"
Dasra,,,Venture Capital,,,,,,,Neera Nundy,,,,,,"not for profit
",,,,,,,,,
David  Wilton,,,Private Equity,,,,,,,,,,,,,,,,,,,,,,
DCVC,,,Venture Capital,"""Early (A,B)"",Seed",Software & Technology,,,,,Chris Boshuizen,Helloverify,,,,,,,,,,,,,,Software & Technology
Declaration Partners,,,Private Equity,,,,,,,,,,,,,,,,,,,,,,
Deepinder Goyal,,,,,,,,,,Deepinder Goyal,Ultrahuman,,,,,,,,,,,?Ultrahuman,Active,,
Definition,,,,,,,,,,Thabet Mahayni," Footprint, Adaptive, Salsa, Vooma, Modal",,,,,,,,,,,,Active,,
DEG Investments,TG 2 ($500M+),,Sovereign Entity,"""Mid (B,C)"",""Growth (C,D)""","BFSI & Fintech,Impact/ESG,Consumer,Software & Technology,RE & Infra,Agritech",,,,,"Dr. Felix Schneider,Max Neuerbourg,Kunal Makkar,Cornelius Thor","Annapurna Finance,Equitas SFB",https://www.deginvest.de/index-2.html,"Europe (other),DEL",,,"Germany's DFI - Private investments in emerging markets to foster sustainable economic growth and improved living conditions.
Mix of agri, services, infra, fintech, VC/PE fund investments.
Fund investments starting from USD 10 million and a DEG share of <20% in the final closing",,,checked,checked,,Equitas SFB?Slice,,,
Delivery Hero,,,Corporate VC,"""Early (A,B)""",,,,,,,Ola Electric,,,,,,,,,,,,,,
Dell Technologies,,,Corporate VC,"""Early (A,B)""",Software & Technology,"Consumer brands,BFSI & Fintech",$15M,$10M,,Debobroto Das," Zscaler, DocuSign, Sumo Logic, Netskope , MongoDB, Nutanix, Cylance, Nasuni, JFrog, FullStory",,,,,Series A-B with 90% of portfolio in enterprise software,,"05-07-23 | Dell Technologies?Futwork,05-07-23 | Dell Technologies?ChefKart,02-08-23 | Dell Technologies?SmartStaff",,,checked,,,,Software & Technology
